activity,review,rating
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation",思った以上に快適な船旅でした。部屋は追加料金を払ってグレードアップするのをお勧めします。人目や音を気にせずゆっくり寝られます。ただやはり船なので、船の振動は伝わってきます。シャワー室もきれいだし一人で入る分には十分の広さと設備です。シャワーは男女２つずつしかないので、込み合うときは込み合います。もう少し多いといいですね。トイレもきれいです。五島を訪ねる機会があったらまた利用したいです。,4
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation","初めての夜行フェリー
個室が予約できず、通常エントリーで乗船する。
思ってた以上にちゃんと寝れた。
アイマスクあるのとないのとで、だいぶ変わる。
座席確保するなら、早めに並ぶことをおすすめする。",3
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation","朝一から五島で活動したくて初めて利用しました。初めてという事で今回はグリーン寝台を利用。音は聞こえてしまいますが、ブラインドロールカーテン？があるので、プライバシーは守られます。木のドアを閉まると船内Wi-Fiが入らなくなりましたが、他の場所では繋がりました。テレビは地上波は海域により繋がらない事もありました。
心配していた揺れはほぼ感じず、ぐっすり眠れました。船内シャワー室やお手洗いも綺麗でしたし、船員の方に分からない事を質問してもすぐに丁寧に対応して頂けました。また利用したいです。",4
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation","仕事終わりに博多港から乗船できて、翌朝には福江に到着という便利な移動手段です。
船内はきれいで、部屋もグレードが様々。
シャワーも完備で快適な船旅でした。",5
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation",まず、博多ふ頭第2ターミナル2Fの窓口で乗船手続き。窓口で名前を伝えるだけですぐにチケットを発券してくれました。館内アナウンスでも「旅行会社で発行したクーポンはチケットにお引き換えください～～」的なアナウンスもあり、親切だなと思いました。これまで五島へは飛行機か九州商船の船でしか行ったことがありませんでしたが、今回始めて野母商船の夜行フェリー「太古」を利用しました。船内は清潔で、シャワールームもウォッシュルームも快適に利用できました。21:45から乗船開始して、出港までの時間にもシャワーが利用できるのはとてもありがたかったです。グリーン寝台は男女で部屋が別れていて、カーテンも設置されていて、人目を気にせず休めるし、思っていたよりぐっすり眠れました。乗船時間は約8.5時間と長いですが、仕事後、そのまま船中泊で寝ている間に五島に移動できるので、実際はめちゃくちゃいい移動手段だなと思いました。次回も利用したいと思います。,5
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation","初めて乗船しました。
思ってたより揺れましたが、個室は周りを気にせず快適です。

ただ一点…
行きの博多港の窓口でバウチャーを見せてチケットを貰ったのですが、片道分しかなく…
確認すると往復予約で決済はされているものの帰りの便が確保されてないとのこと。
ん？どういうこと⁇
博多の窓口は夜間だったため対応してもらえず、翌日の営業時間内に予約窓口で確認してくれとのことで不安ながらも乗船しました。
翌日電話で確認したところ確認ミスだったと…
個室が空いていたため無事復路も乗船することができましたが、満席だったらどうなってたんでしょうね。
予約システムさえ問題なければ評価も『最高でした！』を付けたいところでした。",3
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation","ツインの個室にして良かったです。
シャワー利用も難しいかなと思っていたのですが、割合ゆっくり利用出来ました。",3
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation",博多でラーメン食べて、タクシーで第二埠頭へ、チェックインはスムーズ。船内に入り、ツイン個室を案内される。1時間で出航、布団を敷いて備える。途中船が相当揺れ、きゃーと言う声が聞こえつつ、ほぼ熟睡。翌朝には五島列島、定刻に福江島到着。帰りの長崎までのジェットフォイルに比べ、時間は掛かりますが、朝から活動を開始したいアクティブな方オススメです。船は十分大きいので揺れても大丈夫dsと思います。救命道具の在処を確認下さい。,5
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation",予約確定まで少し時間がかかるので、急ぎの場合は直接フェリー太古　野母商船で予約した方が無難です　ベルトラポイントも使えませんでした。,2
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation","ベルトラからのバウチャーだけでは乗れず、受付で乗船券への引き換えが必要です。
受付時間が開始されたら乗船時間は自由ですが、あまり間際に乗るとすぐ消灯時間が来るのでシャワールームへの移動が大変かと思います。
狭くて眠れるか心配でしたが、波の揺れが心地よくぐっすり眠れました。
Wi-Fiは通っていますが、やはり電波はよくないです・・・
海の上だから仕方ないですね。
観光客よりも地元の方々が博多に来るために利用している方が多い印象でした。
",4
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation","野母商船さんで直接チケットを買っても同じ値段っだったのですが、他にもベルトラさんにツアーを頼んでいたので、一緒に申し込みました。
グリーン寝台で1つの部屋に4ベッドなのですが、自分１人しか居らずのびのび使えました。　船員さんも丁寧な物腰で、ちょっと豪華な客船気分で、楽しい船旅ができました。(天候が良いのもあり揺れは全く気になりませんでした)",5
"【Hakata Port ⇔ Fukue Port (Fukue Island)】Nomo-Shosen Ferry ""TAIKO"" Reservation","福江島への旅行のため使用しました。
天気は曇りでしたが、ゆれはそれほどひどくなかったです。
妻がダニに刺されてしまったので、対策があると良かったと思います。
",3
Mt. Fuji Day Tour from Ueno or Shinjuku with Oshino Hakkai & Kawaguchiko Park,This tour is recommendable. They provide a lunch included in the package tour and all of us love the food. Thdtouf guidd is nice and friendly. They also gave us souvenir ftom Mt. Fuji. Definitely we will book again.,5
Mt. Fuji Day Tour from Ueno or Shinjuku with Oshino Hakkai & Kawaguchiko Park,"昼食が少し残念だった。他の団体と被っており、外の席で食べたが、風が強くてとても寒かった。強風のせいで、お肉を焼くための火が早く消えてしまったので、レストランの方に伝えたが、忘れられておりずっと待たされた。他の団体と被らないように調節して欲しい。
観光内容は良かった。渋滞もなくスムーズに終えることが出来た。",3
Mt. Fuji Day Tour from Ueno or Shinjuku with Oshino Hakkai & Kawaguchiko Park,"We enjoyed the tour thoroughly. We were lucky enough to be able to go up to the 5th level. It was -8 degrees up there but the views were breathtaking. And we got a close view of Mt. Fuji too.
The souvenir shop offered us complimentary tea on arrival which was lovely and very welcoming. We were each given a little complimentary bell too which is supposed to bring good luck and long life to the owner.
The lunch at Lake Kawaguchiko was really nice too. The food great and the experience of eating out of the bowl while the food was cooking was amazing!",5
Mt. Fuji Day Tour from Ueno or Shinjuku with Oshino Hakkai & Kawaguchiko Park,Very easy to find the meeting place and there was a person in charge waiting. No hassle to queu for a public transport.,5
Mt. Fuji Day Tour from Ueno or Shinjuku with Oshino Hakkai & Kawaguchiko Park,彼女がフィリピン人なので、親戚友人含め10人で参加しました。ツアー客は、ほぼ東南アジアの方でほんわかしてました。ガイドさんは若く一生懸命対応してたのが好印象です。金額が少し高かったのが強いて言えば不満点。次回もツアーを利用したいと思います。,4
Mt. Fuji Day Tour from Ueno or Shinjuku with Oshino Hakkai & Kawaguchiko Park,"traveled with parents, personally the travel spots in the itinerary is just average for me. Anyway, would like to thank driver and tour guide as we needed to board Shinkansen at 8 pm so they really managed the time for us to catch up with the train. ",4
Mt. Fuji Private 1-Day Tour with Sake Brewery & Japanse Whiskey Distillery Visit,"The guide was fun and knowledgeable. The tour of the whiskey distillery and sake brewery was great. The sake brewery did not have an English translation but the guide translated for our group. We went to a great spot for lunch that was recommended by the guide. Amazing, I recommend the tour and especially if you need help with translation. Our driver was very friendly and accommodating interacted with the party. Highly recommend the tour.",4
Mt. Fuji Private 1-Day Tour with Sake Brewery & Japanse Whiskey Distillery Visit,We were picked up on time by our guide Tom Harada. He was very throughout and thoughtful in planning what we should visit and made all the different sites arrangement efficiently . He is knowledgeable about the itinerary on hand . His approach is filled with dedication and heart . I would recommend to anyone looking for an English speaking guide to reserve Tom Harada. You will not be disappointed. ,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"これまで見たことないくらいたくさんのお魚と、色鮮やかな魚ばかりで感動しました！
初動画でしか見たことないニモも生で見れて感動",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"降水確率80%でしたが、しっかり晴れて雨にあたることなく、体験できました。
マングローブでは、日本と思えないパノラマが広がり感動しました。サップでは、波も少なく簡単に乗ることができました。小回りもきくので、とてもおすすめです。リュウキュウアカショウビンに出会えて、ガイドさんの案内も、ここならでは！と言うことばかりで、とても、いい思い出になりました。青の洞窟では、海と珊瑚礁、大小のカラフルな魚達、美しかったです。途中、気分が悪くなってしまいましたが、優しい声かけをしていただき、無事すごせました。また、同じツアーに参加した皆さんも、素敵な方で別れ際は大きく手を振って笑顔でわかれました。",4
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"マングローブカヌーandシュノーケリングに参加させていただきました。

率直にどちらのアクティビティも最高でした♪
午前はマングローブカヌー体験、午後はシュノーケリング体験と丸一日お世話になりましたが、とにかくガイドさんが親切丁寧で安心して楽しめた上に、どちらのガイドさんも経験知識が豊富で楽しみながら学ぶ事ができ最高の1日でした。

天候の心配もありましたが、どんな天気でも楽しめるよう対応していただいたので大満足です！",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,南国のカラフルな魚たちと綺麗なサンゴが見れて大満足でした！ガイドの人の安全配慮も行き届いていて、安心してツアーを過ごせました！,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,透明な海の中で色とりどりの魚と一緒に泳ぐ体験は想像以上に感動的で、日常を忘れて心からリフレッシュできた最高の時間だった。,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"参加して楽しいシュノーケリングとカヌーでした！

シュノーケリングは午前に実施して、お昼を挟んで、カヌーは午後に実施しました。
実は天候不良で予定していた青の洞窟から大崎に変更になりガッカリしていたのですが、青の洞窟でもなかなか遭遇しにくい？ウミガメを間近で見ることができて、大満足でした。しかも暑くなくて良かった！

午前のシュノーケリングでは、
・インストラクターが丁寧に教えてくれたので、浮き輪スタートでも途中から自力で泳いで楽しむことができました
・大崎の海の透明度が高く、カラフルな魚・ウミガメ・ウミヘビを間近で観察できました
・ウミガメが自分たちの輪の中に息継ぎしにくるという感動体験がありました
・今思うと青の洞窟でなくて、体験できた大崎で良かったです

午後のマングローブカヌーでは、
・ユーモアたっぷりのインストラクターのおかげで楽しめました
・ヤドカニ（？）の生き物も観察できました

全体を通して、
初心者でも安心して参加できる、非日常感たっぷりの一日でした！
ちなみに午前と午後の間のお昼では、ツアー関連の施設でシャワーを浴びた後、インストラクターさんのおすすめの石垣牛ハンバーガー屋さんに行きました。
こちらのおすすめも非常に良かったです。

その他見所ですが、車窓から次を見れました
・サトウキビ畑とその加工工場
・石垣牛とジャージー牛
・くじゃく（羽開いたり、鳴いてました）
・豚（アグー豚？）",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,初めて参加しましたが、最初から最後まで本当に丁寧に対応していただき安心して楽しめました。海の知識もたくさん教えてもらえて、ただ泳ぐだけじゃない特別な体験になりました。写真や動画もたくさん撮っていただき、一生の思い出です。また絶対参加したいです！,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"前日に青の洞窟のシュノーケリングは天候不良の為中止とのご連絡があり、別のスポットでのシュノーケリングを提案していただきました。泳ぎに不安がありましたが、担当ガイドのゆってぃさんは丁寧にガイドしてくださいました。ゴーグルが何度もズレてしまい、ご迷惑をおかけしてしまいましたが、泳いでる最中に調整してくださり、綺麗な海を堪能できました✨
4月中旬にウェットスーツ着用なしでの参加で、初めは海の冷たさに驚きましたが、泳いでいるうちに冷たさは殆ど感じませんでした
ウミガメも二匹一緒に泳いでいる姿を見ることができ、とても素敵な体験をすることができました🐢",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,初めてのシュノーケルツアーでしたが、海の透明度に感動し、魚もたくさん見れて大満足でした。ガイドさんも親切で安心して楽しめました。また参加したいです。,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"とても楽しいシュノーケリングツアーでした！
スタッフの皆さんも親切で、初めてでも安心して参加することができました。
海が本当に綺麗で、たくさんの魚やサンゴを見ることができ、とても感動しました。
さらにウミガメにも出会うことができて、本当に最高の体験でした！
説明も丁寧で分かりやすく、写真も撮っていただけて大満足です。
石垣島でシュノーケリングをするならぜひおすすめしたいツアーです！",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"石垣島の豊かな生態系に触れることができた。
ウミヘビや見たことの無いような変わった魚、カラフルな景色が水中世界に広がっていて感動をおぼえた。",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,念願の青の洞窟ツアーに参加しました！運良くウミガメと一緒に泳ぐことができて、一生の思い出になりました。洞窟の青さもさることながら、カラフルな熱帯魚が目の前をたくさん泳いでいて、まるで天然の水族館のよう。最高の体験ができて大満足です！,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"お天気がよく、午前中はマングローブの中をカヌーでゆったりと進み、非日常を味わうことができました！
午後はシュノーケリングで、珊瑚が海一面に広がり、南国の魚がたくさん泳いでいてとても綺麗でした。途中体調不良になってしまいましたが、スタッフの方が丁寧かつ迅速に対応していただき助かりました。",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,石垣島では、マングローブの中でSUPと、珊瑚礁が広がる海でシュノーケリングを体験しました。SUPでは、静かな川をゆっくり進みながら、両側に広がるマングローブの自然を間近で感じることができ、とても癒されました。最初はバランスを取るのが少し難しかったですが、スタッフさんが丁寧に乗り方やコツを教えてくださり、安心して楽しむことができました。シュノーケリングでは、透き通った海の中に色とりどりの魚や美しい珊瑚礁が広がっていて、まるで別の世界に入ったような感動がありました。スタッフさんも常に気を配ってくださり、とても親切で、初めてでも不安なく参加できました。自然の豊かさだけでなく、人の温かさも感じられる、石垣島ならではの素晴らしい体験になりました。,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,流れが分かりやすく、洞窟でも海でも落ち着いて行動できました。魚の多さに驚き、ウミガメへの期待も高まりました。,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"ＳＵＰでは丁寧にアドバイスをいただき、楽しく体験できました。
シュノーケリングは青の洞窟には行けませんでしたが、お天気も良く、ウミガメにも会えて楽しい時間を過ごさせていただきました。",4
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"シュノーケリングのガイドはまこっちゃんSUPはそうたくん！
どちらも明るくて気さくで説明もわかりやすく、初めてでも安心して楽しめました。

海の状況でシュノーケリングの場所は変更になりましたがそれが大当たり！！
念願の海亀と一緒に泳げて感動🐢✨✨
興奮しすぎてあわや溺れるかと…笑

そして初めてのSUPはマングローブの中へ。
静かで幻想的な景色が広がって…
めっちゃ癒されたーーーッ！！✨✨

しっかりSUPから落ち、掴みは👍
それも含めて楽しくて最高の思い出ができました。☺️

まこっちゃん、そうたくん
本当にありがとうございました😊
また絶対行きたいです！
その時はまたガイドよろしくーー🤘",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"水族館の水槽の中にいるようなお魚さんを間近でたくさん見れました！写真や動画もたくさん撮ってもらえました！
ひなさん優しかった！",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"天気も良くて担当ガイドの方もすごく明るく楽しい社内の中のトークからツアーが終わるまでの全ての時間が楽しかったです！
また違うツアーがありますので、そちらの方も参加するのが楽しみです！
泳げない方でもしっかり対応してくださるので誰でも安心して参加できます！",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"青の洞窟へは行けませんでしたが、
綺麗なサンゴを見ることはできました！
また、ウミガメも奇跡的に見ることはできました。

カメラもガイドさんがちゃんと動画や写真を撮ってくれるので持ってこなくても満足できます！",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"前日の天気予報では小雨ぐらいだったので、「まぁ、大丈夫だろ〜」と呑気に考えていたら体験開始直前に大雨に！！
「こんな中でSUP…」とテンションが若干下がっていたのですが、ガイドのゲンキさんの「逆になかなか出来ない体験だからラッキー」という前向きな励ましのおかげで「たしかに…！」にと楽しんでSUPを楽しむことができました✨マングローブ&大雨で、より非日常の世界感でとても良い思い出になりました！",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"シュノーケリングは残念ながら高波の影響で別のスポットになりましたが、ウミガメに出会うことができました✨
初めてのシュノーケリングだったので不安もありましたが、1人では絶対に行けないような場所まで行けてよかったです！疲れたらガイドさんが持ってくれている浮き輪に捕まることもできたので安心でした！

後半はマングローブカヌーを楽しみました✨
マングローブを間近で見て、時には間をくぐったりして、海とは違う楽しみ方ができました！

1日を通して、ガイドの方が写真や動画をたくさん撮ってくれるので、スマホを持ち込まなくても思い出をたくさん残せてよかったです✨
また、送迎付きなのもありがたかったです✨",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,青の洞窟の神秘的な光景に感動しました！ガイドさんが細かくサポートしてくれたので、安心して楽しめました。シュノーケリングも大満足の体験でした！,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"ガイドのすぎちゃん、ひなちゃんありがとう。大満足のツアーになりました。
初めてのカヌーでしたが、丁寧に教えていただいたので、安心して参加することができました。また、サンゴやマングローブに関する話をしていただいて、楽しい時間を過ごすことができました。
シュノーケリングでは、カクレクマノミを見れたり、ナマコを触ったり、石垣の自然にたくさん触れることができました。後半疲れて不安でしたが、何度も声をかけてくれて、安心して泳ぎきることができました。

予報が悪く、前日に電話をいただき、時間変更をしての参加でしたが、おかげさまで両方のアクティビティを満喫することができました。",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,少し曇っていたけど、水中の青さが想像以上にきれいだった！　ガイドさんが落ち着いた声で案内してくれて、安心して泳げた。写真もバッチリでテンション上がった！,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,想像以上の透明度でびっくり！　水中で見る青の輝きが本当に美しかった。ガイドさんが「今が一番きれいに光ってます！」って声をかけてくれて、ベストタイミングで撮影できた！,5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"シュノーケリングツアーに参加しました！
天候の影響で前日に青の洞窟ではなく別の場所での開催になるとお電話をいただきました。事前にきちんと説明があり、納得したうえで参加できたので、とても丁寧で誠実な対応だと感じました。

当日は6人の参加者に対してスタッフの方が2名ついてくださり、ライフジャケットも着用だったので安心して楽しめました。シュノーケリング中もグループ全体を見守りながら、一人ひとりに声をかけてくださる細やかな気配りが嬉しかったです。貝を拾って持たせてくれたり、その写真を撮ってくれたりと、たくさんサポートしてくれました！

海の中では魚や珊瑚を見ることができ、普段なかなかできない貴重な体験ができたと思います。
青の洞窟に行けなかったのは少し残念でしたが、それを忘れてしまうほど楽しく充実した時間を過ごすことができました。",4
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"午前にマングローブ(カヤック)、午後に青の洞窟シュノーケリングに参加しました

朝9時台の集合でしたが、ホテルまでピックアップに来ていただいて安心のスタート
当日は快晴で気温も高く、どちらのアクティビティも最高の景色を見れました！
シュノーケリングではツアー名のとおりウミガメにも遭遇できて、とてもラッキーでした

ガイドの方々は、ツアー中GoProでたくさん写真を取ってくださり、お忙しいのに当日にすぐシェアしていただけてありがたかったです
こういったアクティビティ参加は久々でしたが、みなさんハキハキとした明るい方で、楽しむことができました

個人的には、ランチが自由で時間に余裕もあったので、同日にグルメも楽しめて嬉しかったです。大満足の1日になりました！",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"
当日はお天気も最高で、青い洞窟が本当に綺麗に見えて感動しました。自然の神秘を間近で感じることができ、とても特別な体験でした。

ガイドのmakoちゃんはとても明るくて親しみやすく、お話も楽しく、ツアー中ずっと楽しい雰囲気でした。説明もわかりやすく、安心して参加できました。子供にも丁寧に気を配っていただき、本当に助かりました。

シュノーケリングでは魚がたくさん見られて大興奮！海の中の世界は想像以上に綺麗で、大満足でした。

その後、マングローブのカヌーツアーにも参加しました。
ガイドのすぎちゃんは、マングローブの生態や特徴についてとてもわかりやすく説明してくださり、大変勉強になりました。自然の中でゆったりと過ごす時間は本当に気持ちよく、心までリフレッシュできました。

ガイドさんはとても親切で明るく、終始楽しい雰囲気でした。子供たちをSUPに乗せていただき、大興奮！普段なかなかできない貴重な体験ができて、大満足です。

どちらのツアーも本当に素晴らしく、石垣島での最高の思い出になりました。またぜひ参加したいです。",5
Blue Cave Snorkeling with Sea Turtles & Mangrove SUP or Kayak Tour from Ishigaki,"マングローブでのSUPツアーと青の洞窟でのシュノーケリングがセットになった一日ツアーを申し込みました。
ガイドさんは石垣島やマングローブの知識が豊富でいろいろと教えて頂き楽しかったです。
前日にお電話でツアーに関する詳細の説明がありました。ツアーの概要は理解しているつもりでしたが、勘違いもあり確認いただいて良かったです。
午後からの青の洞窟はコンディションが悪いと言うことでキャンセルとなり残念でしたが、午前中のマングローブツアーだけでも十分満足出来るほど充実したツアーでした。
ありがとうございます。",5
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,"縄文杉ツアーに参加しました。

ガイドの方は体力があり、行程管理もしっかりされていたと思います。一方で、初心者や体力に不安のある参加者へのサポートについては、もう少し工夫の余地があるように感じました。

例えば、途中で靴紐がほどけた参加者がいた際、「またほどけるかもしれないので注意してください」という声かけはありましたが、結び方の確認や簡単なアドバイスがあると、初心者にはより安心感があったと思います。

また、同じ参加者から「長袖を着た方がよいですか」「レインウェアは着た方がよいですか」といった質問が出た際にも、「ご自身で判断してください」という回答が中心でした。最終判断は参加者自身が行うべきだと思いますが、初心者は判断材料を求めて質問している場合も多いため、「この先は気温が下がる可能性があります」「私はこう考えます」といった補足があると、より参考になったのではないかと思います。

屋久島や縄文杉ルートは、初めて参加する方も多いコースです。経験豊富なガイドと初心者との間には大きな知識や経験の差があります。その差を埋めることもガイドの重要な役割の一つではないでしょうか。

事故やトラブルを防ぐためにも、自己判断を尊重しながら、初心者が適切な判断を行えるような情報提供や声かけがさらに充実すると、より安心して参加できるツアーになると感じました。
",2
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,"最初から雨だったこともあり、あまり周りの景色をゆっくり楽しむ事ができなかったですが、手付かずの自然、植物の生命力を目の当たりに感じながらのトレッキングは疲れや時間をずいぶん軽減してくれたと思います。やっと辿り着いた屋久杉には、感動でした！雨の中、5時間歩いた達成感もあったのかもです。
またガイドさんが要所要所で屋久島の歴史や杉についてお話ししてくださって、勉強になりました。
ただ、グループの年齢層が高かったので、ガイドさんが最初から、無理そうなら帰ってもらう、準備が足らない、などのネガティブな発言が多く、残念な気持ちになりました。
最近のシニアは皆さん鍛えていらっしゃるし年齢だけで判断されるのはどうかと？
結局みんな元気に帰って来れたので、ガイドさんも喜んでくださったので、良かったです！
",3
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,"富士登山経験もありましたが、トロッコ道が思いの外つらく、脚にきました...
でも縄文杉は見れて良かったし、ガイドさんがところとごろ説明をしてくれたり、同じツアーの方たちにも励まされながらなんとか行って帰って来ることもできて、良い思い出になりました。",4
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,一生に一度は訪れたい場所で楽しみに事前に練習して行きました。ところがガイドさんがほんとスパルタでした。帰りのバス時間前に戻る、雨が降りそうだから早く登ってランチする事に全意識されてました。ポイントで写真撮ってくれますが急かされ人物も準備出来てないまま写っています。ガイドはこうあるべきだ、こんなガイドは良く無い、これは自分にはただのハイキングだが素人が何も準備せず来るから危険と言う話が多く、しっかり見れずかなり早く戻ってかなりバス待ちました。もっと楽しみたかった。,1
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,"還暦間近の老齢に身体に鞭打っての参加
ガイドさんの適切なペース配分の元、楽しく無事に完遂できました。",5
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,"ずんやり雨の中、往復１０．５時間のトレッキングでしたが、ガイドさんと同伴者（私を含めて５名）のおかげ様で最高の経験をできました。
以下よかった点になります
・登山口までのアクセス、朝昼の弁当の手配などおまかせでいけました
・他トレッキング者が多数の中、ガイドさんのサポート（ペース配分、休憩場所、他グループ等との譲り合い、写真撮影、要所要所での説明）のもと、安全に、気持ちよくトレッキングすることができました。
あらためて、ありがとうございました。",5
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,"ベテランガイドさんの経験や知識のお陰で８人全員が縄文杉を見て秘密の場所にも行けて無事に帰って来れました！
本当に感謝感謝です！
楽しい思い出をたくさんありがとうございました！",5
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,年齢的なことと脚力に自信が無くて長年悩み続けていた縄文杉トレッキングに行ってきました。正直キツかったのですが、なんとか同じグループの方々にご迷惑をかけることなく完歩できました。天候に恵まれ最高のトレッキングでした。ガイドさんありがとうございました。,4
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,"やはり一生に一度は縄文杉見ておくべきです。

ガイドの方はまあ可もなく不可もなく、いろいろガイドはしてくれますが特別ユーモアがあったり良い雰囲気を作るのに長けているわけではないです。

送迎や弁当がツアーに含まれているのは便利でした。",3
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,"ガイドの佐々木さんに担当していただき、69歳の母と参加しました。
母の夢だった縄文杉でしたが、佐々木さんが道中ずっと体調を気にかけてくださり、安心して無事に辿り着くことができました！
参加者のみなさんも優しく、楽しく登山できたのも良い思い出です。
最後はツアーバスに間に合わないハプニングもありましたが、佐々木さんが最後まで並走してくださり本当に心強かったです。
母の夢が叶った、最高の体験でした！",5
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,"登山を趣味とはしていない50代後半です。数年前まではジムに週１，2回行ってましたが最近はやめてしまい、月数回程度ウォーキング（5キロ）する程度です。
歩くのは好きなので、まあ大丈夫かと思って参加しましたが、20キロはやはりかなり疲れました。靴は、以前、登山をしていた母親のもの（サイズは同じ）を借りたのですが、重い！！登山靴ってこんなに重いものなの？？周りの人を見てみるともっと軽そうなスニーカー風のトレッキングシューズ。登山靴とトレッキングシューズは違うのかな？それとも10年以上前と今とでは違うのか？！この靴のせいで重くて歩きにくくて足首が痛くなって足全体が疲労しました。帰りは足ガクガクで軽く転んでしまいましたが、大したダメージは受けずにすみました。ガイドさんがいなかったら、きっとペース配分ができずに後半焦ることなったのではと思います。グループ編成は年齢を考慮してくれていたと思います。天候には恵まれ雨に降られることなくとても気持ちよく過ごせました。雨が降っていたらもっと大変だっただろうなと思います。",4
Yakushima Jomon Sugi Guided Trekking Tour with Hotel Pickup,"レンタルなしのプランを申し込みました。
はじめは他のツアーと比較すると少し高めかなと思いもしましたが、バス代込みの値段とのことで同等or寧ろ安く感じました。
適切なアドバイス、ペースで無事縄文杉まで行くことができました。1人では絶対無理でした。
ガイドつけようか悩んでいる人は絶対つけた方がいいです。つけない方が損だと思います。",5
